dollar-bill;Dollar Bill;#85BB65;52;73;40;98;39;56;46;73;12272
donkey-brown;Donkey Brown;#664C28;40;30;16;35;44;28;61;40;16655
drab;Drab;#967117;59;44;9;43;73;34;85;59;27889
duke-blue;Duke Blue;#00009C;0;0;61;240;100;31;100;61;21260
dust-storm;Dust Storm;#E5CCC9;90;80;79;6;35;84;12;90;10782
dutch-white;Dutch White;#EFDFBB;94;87;73;42;62;84;22;94;6223
earth-yellow;Earth Yellow;#E1A95F;88;66;37;34;68;63;58;88;15433
ebony;Ebony;#555D50;33;36;31;97;8;34;14;36;10515
ecru;Ecru;#C2B280;76;70;50;45;35;63;34;76;2237
eerie-black;Eerie Black;#1B1B1B;11;11;11;—;0;11;0;11;2583
eggplant;Eggplant;#614051;38;25;32;329;20;32;34;38;2273
eggshell;Eggshell;#F0EAD6;94;92;84;46;46;89;11;94;16372
egyptian-blue;Egyptian Blue;#1034A6;6;20;65;226;82;36;90;65;5578
electric-blue;Electric Blue;#7DF9FF;49;98;100;183;100;75;51;100;30314
electric-crimson;Electric Crimson;#FF003F;100;0;25;345;100;50;100;100;13709
electric-cyan;Electric Cyan;#00FFFF;0;100;100;180;100;50;100;100;9873
electric-green;Electric Green;#00FF00;0;100;0;120;100;50;100;100;22762
electric-indigo;Electric Indigo;#6F00FF;44;0;100;266;100;50;100;100;20936
electric-lavender;Electric Lavender;#F4BBFF;96;73;100;290;100;87;27;100;6671
electric-lime;Electric Lime;#CCFF00;80;100;0;72;100;50;100;100;25738
electric-purple;Electric Purple;#BF00FF;75;0;100;285;100;50;100;100;4061
electric-ultramarine;Electric Ultramarine;#3F00FF;25;0;100;255;100;50;100;100;15485
electric-violet;Electric Violet;#8F00FF;56;0;100;274;100;50;100;100;10606
electric-yellow;Electric Yellow;#FFFF33;100;100;20;60;100;60;80;100;32024
emerald;Emerald;#50C878;31;78;47;140;52;55;60;78;8404
eminence;Eminence;#6C3082;42;19;51;284;46;35;63;51;6506
english-green;English Green;#1B4D3E;11;30;24;162;48;20;65;30;4713
english-lavender;English Lavender;#B48395;71;51;58;338;25;61;27;71;29413
english-red;English Red;#AB4B52;67;29;32;356;39;48;56;67;13654
english-violet;English Violet;#563C5C;34;24;36;289;21;30;35;36;5921
eton-blue;Eton Blue;#96C8A2;59;78;64;134;31;69;25;78;7594
eucalyptus;Eucalyptus;#44D7A8;27;84;66;161;65;55;68;84;25927
fallow;Fallow;#C19A6B;76;60;42;33;41;59;45;76;22576
falu-red;Falu Red;#801818;50;9;9;0;68;30;81;50;2715
fandango;Fandango;#B53389;71;20;54;320;56;45;72;71;14419
fandango-pink;Fandango Pink;#DE5285;87;32;52;338;68;60;63;87;591
fashion-fuchsia;Fashion Fuchsia;#F400A1;96;0;63;320;100;48;100;96;8938
fawn;Fawn;#E5AA70;90;67;44;30;69;67;51;90;29852
feldgrau;Feldgrau;#4D5D53;30;36;33;143;9;33;17;36;11106
feldspar;Feldspar;#FDD5B1;99;84;69;28;95;84;30;99;11175
fern-green;Fern Green;#4F7942;31;47;26;106;29;37;45;47;32435
ferrari-red;Ferrari Red;#FF2800;100;16;0;9;100;50;100;100;13379
field-drab;Field Drab;#6C541E;42;33;12;42;57;27;72;42;27547
firebrick;Firebrick;#B22222;70;13;13;0;68;42;81;70;5246
fire-engine-red;Fire Engine Red;#CE2029;81;13;16;357;73;47;84;81;10926
flame;Flame;#E25822;89;35;13;17;77;51;85;89;8488
flamingo-pink;Flamingo Pink;#FC8EAC;99;56;67;344;95;77;44;99;15119
flattery;Flattery;#6B4423;42;27;14;28;51;28;67;42;920
flavescent;Flavescent;#F7E98E;97;91;56;52;87;76;43;97;29424
flax;Flax;#EEDC82;93;86;51;50;76;72;45;93;21791
flirt;Flirt;#A2006D;64;0;43;320;100;32;100;64;26658
floral-white;Floral White;#FFFAF0;100;98;94;40;100;97;6;100;718
fluorescent-orange;Fluorescent Orange;#FFBF00;100;75;0;45;100;50;100;100;4508
fluorescent-pink;Fluorescent Pink;#FF1493;100;8;58;328;100;54;92;100;4496
fluorescent-yellow;Fluorescent Yellow;#CCFF00;80;100;0;72;100;50;100;100;32742
folly;Folly;#FF004F;100;0;31;341;100;50;100;100;12912
forest-green-traditional;Forest Green (Traditional);#014421;0;27;13;149;97;14;99;27;11002
forest-green-web;Forest Green (Web);#228B22;13;55;13;120;61;34;76;55;4687
french-beige;French Beige;#A67B5B;65;48;36;26;30;50;45;65;9557
french-bistre;French Bistre;#856D4D;52;43;30;34;27;41;42;52;24657
french-blue;French Blue;#0072BB;0;45;73;203;100;37;100;73;10608
french-fuchsia;French Fuchsia;#FD3F92;99;25;57;334;98;62;75;99;17152
french-lilac;French Lilac;#86608E;53;38;56;290;19;47;32;56;17816
french-lime;French Lime;#9EFD38;62;99;22;89;98;61;78;99;416
french-mauve;French Mauve;#D473D4;83;45;83;300;53;64;46;83;19867
french-pink;French Pink;#FD6C9E;99;42;62;339;97;71;57;99;32235
french-plum;French Plum;#811453;51;8;33;325;73;29;84;51;1007
french-puce;French Puce;#4E1609;31;9;4;11;79;17;88;31;28806
french-raspberry;French Raspberry;#C72C48;78;17;28;349;64;48;78;78;29319
french-rose;French Rose;#F64A8A;96;29;54;338;91;63;70;96;12113
french-sky-blue;French Sky Blue;#77B5FE;47;71;100;212;99;73;53;100;7213
french-violet;French Violet;#8806CE;53;2;81;279;94;42;97;81;28987
french-wine;French Wine;#AC1E44;67;12;27;344;70;40;83;67;25493
fresh-air;Fresh Air;#A6E7FF;65;91;100;196;100;83;35;100;1993
fuchsia;Fuchsia;#FF00FF;100;0;100;300;100;50;100;100;1465
fuchsia-crayola;Fuchsia (Crayola);#C154C1;76;33;76;300;47;54;56;76;3651
fuchsia-pink;Fuchsia Pink;#FF77FF;100;47;100;300;100;73;53;100;10481
fuchsia-purple;Fuchsia Purple;#CC397B;80;22;48;333;59;51;72;80;16584
fuchsia-rose;Fuchsia Rose;#C74375;78;26;46;337;54;52;66;78;4571
fulvous;Fulvous;#E48400;89;52;0;35;100;45;100;89;7138
fuzzy-wuzzy;Fuzzy Wuzzy;#CC6666;80;40;40;0;50;60;50;80;5607
gainsboro;Gainsboro;#DCDCDC;86;86;86;0;0;86;0;86;31229
gamboge;Gamboge;#E49B0F;89;61;6;39;88;48;93;89;7856
gamboge-orange-brown;Gamboge Orange (Brown);#996600;60;40;0;40;100;30;100;60;10116
generic-viridian;Generic Viridian;#007F66;0;50;40;168;100;25;100;50;2958
ghost-white;Ghost White;#F8F8FF;97;97;100;240;100;99;3;100;7830
giants-orange;Giants Orange;#FE5A1D;100;35;11;16;99;55;89;100;23028
glaucous;Glaucous;#6082B6;38;51;71;216;37;55;47;71;13960
glitter;Glitter;#E6E8FA;90;91;98;234;67;94;8;98;12517
go-green;GO Green;#00AB66;0;67;40;156;100;34;100;67;32586
gold-metallic;Gold (Metallic);#D4AF37;83;69;22;46;65;52;74;83;5849
gold-web-golden;Gold (Web) (Golden);#FFD700;100;84;0;51;100;50;100;100;23125
gold-fusion;Gold Fusion;#85754E;52;46;31;43;26;41;41;52;16970
golden-brown;Golden Brown;#996515;60;40;8;36;76;34;86;60;23665
golden-poppy;Golden Poppy;#FCC200;99;76;0;46;100;49;100;99;23541
golden-yellow;Golden Yellow;#FFDF00;100;87;0;52;100;50;100;100;4069
goldenrod;Goldenrod;#DAA520;85;65;13;43;74;49;85;85;23132
granny-smith-apple;Granny Smith Apple;#A8E4A0;66;89;63;113;56;76;30;89;24549
grape;Grape;#6F2DA8;44;18;66;272;58;42;73;66;107
grussrel;Grussrel;#B06500;69;40;0;34;100;35;100;69;19684
gray;Gray;#808080;50;50;50;0;0;50;0;50;3894
gray-html-css-gray;Gray (HTML/CSS Gray);#808080;50;50;50;0;0;50;0;50;7321
gray-x11-gray;Gray (X11 Gray);#BEBEBE;75;75;75;0;0;75;0;75;15903
gray-asparagus;Gray-Asparagus;#465945;27;35;27;117;13;31;22;35;29387
gray-blue;Gray-Blue;#8C92AC;55;57;67;229;16;61;19;67;9314
green-color-wheel-x11-green;Green (Color Wheel) (X11 Green);#00FF00;0;100;0;120;100;50;100;100;17368
green-crayola;Green (Crayola);#1CAC78;11;67;47;158;72;39;84;67;270
green-html-css-color;Green (HTML/CSS Color);#008000;0;50;0;120;100;25;100;50;19795
green-munsell;Green (Munsell);#00A877;0;66;47;163;100;33;100;66;1184
green-ncs;Green (NCS);#009F6B;0;62;42;160;100;31;100;62;4841
green-pantone;Green (Pantone);#00AD43;0;68;26;143;100;34;100;68;26933
green-pigment;Green (Pigment);#00A550;0;65;31;149;100;32;100;65;6792
green-ryb;Green (RYB);#66B032;40;69;20;95;56;44;72;69;3303
green-blue;Green-Blue;#1164B4;7;39;71;209;83;39;91;71;2021
green-cyan;Green-Cyan;#009966;0;60;40;160;100;30;100;60;16908
green-yellow;Green-Yellow;#ADFF2F;68;100;18;84;100;59;82;100;6261
grizzly;Grizzly;#885818;53;35;9;34;70;31;82;53;9851
grullo;Grullo;#A99A86;66;60;53;34;17;59;21;66;7168
guppie-green;Guppie Green;#00FF7F;0;100;50;150;100;50;100;100;20221
gunmetal;Gunmetal;#2a3439;16;20;22;200;15;19;15;19;22368
halayà-Úbe;Halayà Úbe;#663854;40;22;33;323;29;31;45;40;6986
han-blue;Han Blue;#446CCF;27;42;81;223;59;54;67;81;26071
han-purple;Han Purple;#5218FA;32;9;98;255;96;54;90;98;12725
hansa-yellow;Hansa Yellow;#E9D66B;91;84;42;51;74;67;54;91;23956
harlequin;Harlequin;#3FFF00;25;100;0;105;100;50;100;100;16968
harlequin-green;Harlequin Green;#46CB18;27;80;9;105;79;45;88;80;3499
harvard-crimson;Harvard Crimson;#C90016;79;0;9;353;100;39;100;79;28026
harvest-gold;Harvest Gold;#DA9100;85;57;0;40;100;43;100;85;7333
heart-gold;Heart Gold;#808000;50;50;0;60;100;25;100;50;28048
heliotrope;Heliotrope;#DF73FF;87;45;100;286;100;73;55;100;28133
heliotrope-gray;Heliotrope Gray;#AA98A9;67;60;66;303;10;63;11;67;27017
heliotrope-magenta;Heliotrope Magenta;#AA00BB;67;0;73;295;100;37;100;73;31942
hollywood-cerise;Hollywood Cerise;#F400A1;96;0;63;320;100;48;100;96;2686
honeydew;Honeydew;#F0FFF0;94;100;94;120;100;97;6;100;10152
honolulu-blue;Honolulu Blue;#006DB0;0;43;69;203;100;35;100;69;28562
hookers-green;Hooker's Green;#49796B;29;47;42;163;25;38;40;47;12000
hot-magenta;Hot Magenta;#FF1DCE;100;11;81;313;100;56;89;100;27520
hot-pink;Hot Pink;#FF69B4;100;41;71;330;100;71;59;100;28832
hunter-green;Hunter Green;#355E3B;21;37;23;129;28;29;44;37;31796
iceberg;Iceberg;#71A6D2;44;65;82;207;52;63;46;82;28704
icterine;Icterine;#FCF75E;99;97;37;58;96;68;63;99;906
illuminating-emerald;Illuminating Emerald;#319177;19;57;47;164;49;38;66;57;25961
imperial;Imperial;#602F6B;38;18;42;289;39;30;56;42;2728
imperial-blue;Imperial Blue;#002395;0;14;58;226;100;29;100;58;4209
imperial-purple;Imperial Purple;#66023C;40;1;24;325;96;20;98;40;27983
imperial-red;Imperial Red;#ED2939;93;16;22;355;84;55;83;93;19636
inchworm;Inchworm;#B2EC5D;70;93;36;84;79;65;61;93;10470
independence;Independence;#4C516D;30;32;43;231;18;36;30;43;5066
india-green;India Green;#138808;7;53;3;115;89;28;94;53;26805
indian-red;Indian Red;#CD5C5C;80;36;36;0;53;58;55;80;30691
indian-yellow;Indian Yellow;#E3A857;89;66;34;35;71;62;62;89;27435
indigo;Indigo;#6F00FF;44;0;100;266;100;50;100;100;1023
indigo-dye;Indigo Dye;#091F92;4;12;57;230;88;30;94;57;23994
indigo-web;Indigo (Web);#4B0082;29;0;51;275;100;25;100;51;7392
international-klein-blue;International Klein Blue;#002FA7;0;18;65;223;100;33;100;65;24980
international-orange-aerospace;International Orange (Aerospace);#FF4F00;100;31;0;19;100;50;100;100;8195
international-orange-engineering;International Orange (Engineering);#BA160C;73;9;5;3;88;39;94;73;10891
international-orange-golden-gate-bridge;International Orange (Golden Gate Bridge);#C0362C;75;21;17;4;63;46;77;75;20238
iris;Iris;#5A4FCF;35;31;81;245;57;56;62;81;15528
irresistible;Irresistible;#B3446C;70;27;42;338;45;48;62;70;6171
isabelline;Isabelline;#F4F0EC;96;94;93;30;27;94;3;96;15603
islamic-green;Islamic Green;#009000;0;56;0;120;100;28;100;56;9777
italian-sky-blue;Italian Sky Blue;#B2FFFF;70;100;100;180;100;85;30;100;5346
ivory;Ivory;#FFFFF0;100;100;94;60;100;97;6;100;18290
jade;Jade;#00A86B;0;66;42;158;100;33;100;66;19929
japanese-carmine;Japanese Carmine;#9D2933;62;16;20;355;59;39;74;62;1140
japanese-indigo;Japanese Indigo;#264348;15;26;28;189;31;22;47;28;30290
japanese-violet;Japanese Violet;#5B3256;36;20;34;307;29;28;45;36;14681
jasmine;Jasmine;#F8DE7E;97;87;49;47;90;73;49;97;29972
jasper;Jasper;#D73B3E;84;23;24;359;66;54;73;84;29318
jazzberry-jam;Jazzberry Jam;#A50B5E;65;4;37;328;88;35;93;65;10617
jelly-bean;Jelly Bean;#DA614E;85;38;31;8;65;58;64;85;30878
jet;Jet;#343434;20;20;20;—;0;20;0;20;22512
jonquil;Jonquil;#F4CA16;96;79;9;49;91;52;91;96;13346
jordy-blue;Jordy Blue;#8AB9F1;54;73;95;213;79;74;43;95;2319
june-bud;June Bud;#BDDA57;74;85;34;73;64;60;60;85;17727
jungle-green;Jungle Green;#29AB87;16;67;53;163;61;42;76;67;214
kelly-green;Kelly Green;#4CBB17;30;73;9;101;78;41;88;73;12789
kenyan-copper;Kenyan Copper;#7C1C05;49;11;2;12;92;25;96;49;22793
keppel;Keppel;#3AB09E;23;69;62;171;50;46;67;69;27019
jawad-chicken-color-html-css-khaki;Jawad/Chicken Color (HTML/CSS) (Khaki);#C3B091;76;69;57;37;29;67;26;76;10713
khaki-x11-light-khaki;Khaki (X11) (Light Khaki);#F0E68C;94;90;55;54;77;75;42;94;17460
kobe;Kobe;#882D17;53;18;9;12;71;31;83;53;28043
kobi;Kobi;#E79FC4;91;62;77;329;60;76;31;91;1939
kombu-green;Kombu Green;#354230;21;26;19;103;16;22;27;26;24853
ku-crimson;KU Crimson;#E8000D;91;0;5;357;100;45;100;91;20255
la-salle-green;La Salle Green;#087830;3;47;19;141;88;25;93;47;10134
languid-lavender;Languid Lavender;#D6CADD;84;79;87;278;22;83;9;87;2976
lapis-lazuli;Lapis Lazuli;#26619C;15;38;61;210;61;38;76;61;7725
laser-lemon;Laser Lemon;#FFFF66;100;100;40;60;100;70;60;100;25662
laurel-green;Laurel Green;#A9BA9D;66;73;62;95;17;67;16;73;9148
lava;Lava;#CF1020;81;6;13;355;86;44;92;81;23328
lavender-floral;Lavender (Floral);#B57EDC;71;49;86;275;57;68;43;86;2671
lavender-web;Lavender (Web);#E6E6FA;90;90;98;240;67;94;8;98;14494
lavender-blue;Lavender Blue;#CCCCFF;80;80;100;240;100;90;20;100;8850
lavender-blush;Lavender Blush;#FFF0F5;100;94;96;340;100;97;6;100;22600
lavender-gray;Lavender Gray;#C4C3D0;77;76;82;245;12;79;6;82;15634
lavender-indigo;Lavender Indigo;#9457EB;58;34;92;265;79;63;63;92;6373
lavender-magenta;Lavender Magenta;#EE82EE;93;51;93;300;76;72;45;93;4513
lavender-mist;Lavender Mist;#E6E6FA;90;90;98;240;67;94;8;98;12838
lavender-pink;Lavender Pink;#FBAED2;98;68;82;332;91;83;31;98;2923
lavender-purple;Lavender Purple;#967BB6;59;48;71;267;29;60;32;71;15131
lavender-rose;Lavender Rose;#FBA0E3;98;63;89;316;92;81;36;98;10949
lawn-green;Lawn Green;#7CFC00;49;99;0;90;100;49;100;99;25435
lemon;Lemon;#FFF700;100;97;0;58;100;50;100;100;28477
lemon-chiffon;Lemon Chiffon;#FFFACD;100;98;80;54;100;90;20;100;13268
lemon-curry;Lemon Curry;#CCA01D;80;63;11;45;75;46;86;80;10394
lemon-glacier;Lemon Glacier;#FDFF00;99;100;0;60;100;50;100;100;28691
lemon-lime;Lemon Lime;#E3FF00;89;100;0;67;100;50;100;100;26058
lemon-meringue;Lemon Meringue;#F6EABE;96;92;75;47;76;85;23;96;420
lemon-yellow;Lemon Yellow;#FFF44F;100;96;31;56;100;65;69;100;22943
lenurple;Lenurple;#BA93D8;73;58;85;274;47;71;32;85;4003
licorice;Licorice;#1A1110;10;7;6;6;24;8;38;10;17880
liberty;Liberty;#545AA7;33;35;65;236;33;49;50;65;18218
light-apricot;Light Apricot;#FDD5B1;99;84;69;28;95;84;30;99;5942
light-blue;Light Blue;#ADD8E6;68;85;90;195;53;79;25;90;9965
light-brilliant-red;Light Brilliant Red;#fe2e2e;100;18;18;0;99;59;82;100;5705
light-brown;Light Brown;#B5651D;71;40;11;28;72;41;84;71;16077
light-carmine-pink;Light Carmine Pink;#E66771;90;40;44;355;72;65;55;90;12942
light-cobalt-blue;Light Cobalt Blue;#88ACE0;53;67;88;215;59;71;39;88;13430
light-coral;Light Coral;#F08080;94;50;50;0;79;72;47;94;8971
light-cornflower-blue;Light Cornflower Blue;#93CCEA;58;80;92;201;67;75;37;92;22090
light-crimson;Light Crimson;#F56991;96;41;57;343;88;69;57;96;3990
light-cyan;Light Cyan;#E0FFFF;88;100;100;180;100;94;12;100;11643
light-deep-pink;Light Deep Pink;#FF5CCD;100;36;80;318;100;68;64;100;3816
light-french-beige;Light French Beige;#C8AD7F;78;68;50;38;40;64;37;78;12841
light-fuchsia-pink;Light Fuchsia Pink;#F984EF;98;52;94;305;91;75;47;98;1475
light-goldenrod-yellow;Light Goldenrod Yellow;#FAFAD2;98;98;82;60;80;90;16;98;19450
light-gray;Light Gray;#D3D3D3;83;83;83;0;0;83;0;83;19214
light-grayish-magenta;Light Grayish Magenta;#CC99CC;80;60;80;300;33;70;25;80;5989
light-green;Light Green;#90EE90;56;93;56;120;73;75;39;93;32288
light-hot-pink;Light Hot Pink;#FFB3DE;100;70;87;326;100;85;30;100;22137
light-khaki;Light Khaki;#F0E68C;94;90;55;54;77;75;42;94;21120
light-medium-orchid;Light Medium Orchid;#D39BCB;83;61;80;309;39;72;27;83;10469
light-moss-green;Light Moss Green;#ADDFAD;68;87;68;120;44;78;22;87;14805
light-orchid;Light Orchid;#E6A8D7;90;66;84;315;55;78;27;90;16829
light-pastel-purple;Light Pastel Purple;#B19CD9;69;61;85;261;45;73;28;85;23738
light-pink;Light Pink;#FFB6C1;100;71;76;351;100;86;29;100;25199
light-red-ochre;Light Red Ochre;#E97451;91;45;32;14;78;62;65;91;12752
light-salmon;Light Salmon;#FFA07A;100;63;48;17;100;74;52;100;17028
light-salmon-pink;Light Salmon Pink;#FF9999;100;60;60;0;100;80;40;100;25619
light-sea-green;Light Sea Green;#20B2AA;13;70;67;177;70;41;82;70;2927
light-sky-blue;Light Sky Blue;#87CEFA;53;81;98;203;92;75;46;98;21031
light-slate-gray;Light Slate Gray;#778899;47;53;60;210;14;53;22;60;10732
light-steel-blue;Light Steel Blue;#B0C4DE;69;77;87;214;41;78;21;87;21145
light-taupe;Light Taupe;#B38B6D;70;55;43;26;32;56;39;70;26973
light-thulian-pink;Light Thulian Pink;#E68FAC;90;56;67;340;64;73;38;90;20697
light-yellow;Light Yellow;#FFFFE0;100;100;88;60;100;94;12;100;26850
lilac;Lilac;#C8A2C8;78;64;78;300;26;71;19;78;10282
lime-color-wheel;Lime (Color Wheel);#BFFF00;75;100;0;75;100;50;100;100;871
lime-web-x11-green;Lime (Web) (X11 Green);#00FF00;0;100;0;120;100;50;100;100;7512
lime-green;Lime Green;#32CD32;20;80;20;120;61;50;76;80;19254
limerick;Limerick;#9DC209;62;76;4;72;91;40;95;76;22961
lincoln-green;Lincoln Green;#195905;10;35;2;106;89;18;94;35;11503
linen;Linen;#FAF0E6;98;94;90;30;67;94;8;98;30897
lion;Lion;#C19A6B;76;60;42;33;41;59;45;76;26777
liseran-purple;Liseran Purple;#DE6FA1;87;44;63;333;63;65;50;87;24344
little-boy-blue;Little Boy Blue;#6CA0DC;42;63;86;212;62;64;51;86;32372
liver;Liver;#674C47;40;30;28;9;18;34;31;40;13459
liver-dogs;Liver (Dogs);#B86D29;72;43;16;29;64;44;78;72;10790
liver-organ;Liver (Organ);#6C2E1F;42;18;12;12;55;27;71;42;5593
liver-chestnut;Liver Chestnut;#987456;60;45;34;27;28;47;43;60;12980
livid;Livid;#6699CC;40;60;80;210;50;60;50;80;159
lumber;Lumber;#FFE4CD;100;89;80;28;100;90;20;100;26713
lust;Lust;#E62020;90;13;13;0;80;51;86;90;23449
magenta;Magenta;#FF00FF;100;0;100;300;100;50;100;100;14964
magenta-crayola;Magenta (Crayola);#FF55A3;100;33;64;332;100;67;67;100;10774
magenta-dye;Magenta (Dye);#CA1F7B;79;12;48;328;73;46;85;79;14419
magenta-pantone;Magenta (Pantone);#D0417E;82;25;49;334;60;54;69;82;7396
magenta-process;Magenta (Process);#FF0090;100;0;56;326;100;50;100;100;23527
magenta-haze;Magenta Haze;#9F4576;62;27;46;327;39;45;57;62;31447
magenta-pink;Magenta-Pink;#CC338B;80;20;55;325;60;50;75;80;247
magic-mint;Magic Mint;#AAF0D1;67;94;82;153;70;80;29;94;26454
magnolia;Magnolia;#F8F4FF;97;96;100;262;100;98;4;100;19710
mahogany;Mahogany;#C04000;75;25;0;20;100;38;100;75;10979
maize;Maize;#FBEC5D;98;93;36;54;95;67;63;98;14832
majorelle-blue;Majorelle Blue;#6050DC;38;31;86;247;67;59;64;86;13916
malachite;Malachite;#0BDA51;4;85;32;140;90;45;95;85;31677
manatee;Manatee;#979AAA;59;60;67;231;10;63;11;67;8914
mango-tango;Mango Tango;#FF8243;100;51;26;20;100;63;74;100;24198
mantis;Mantis;#74C365;45;76;40;110;44;58;48;76;32548
mardi-gras;Mardi Gras;#880085;53;0;52;301;100;27;100;53;16427
marigold;Marigold;#EAA221;92;64;13;39;83;52;85;91;10684
maroon-crayola;Maroon (Crayola);#C32148;76;13;28;346;71;45;83;76;22742
maroon-html-css;Maroon (HTML/CSS);#800000;50;0;0;0;100;25;100;50;27930
maroon-x11;Maroon (X11);#B03060;69;19;38;338;57;44;73;69;8813
mauve;Mauve;#E0B0FF;88;69;100;276;100;85;31;100;16751
mauve-taupe;Mauve Taupe;#915F6D;57;37;43;343;21;47;34;57;19506
mauvelous;Mauvelous;#EF98AA;94;60;67;348;73;77;36;94;8418
may-green;May Green;#4C9141;30;57;25;112;38;41;55;57;30211
maya-blue;Maya Blue;#73C2FB;45;76;98;205;94;72;54;98;30296
meat-brown;Meat Brown;#E5B73B;90;72;23;44;77;56;74;90;14011
medium-aquamarine;Medium Aquamarine;#66DDAA;40;87;67;154;64;63;54;87;10423
medium-blue;Medium Blue;#0000CD;0;0;80;240;100;40;100;80;30455
medium-candy-apple-red;Medium Candy Apple Red;#E2062C;89;2;17;350;95;45;97;89;7957
medium-carmine;Medium Carmine;#AF4035;69;25;21;5;54;45;70;69;1104
medium-champagne;Medium Champagne;#F3E5AB;95;90;67;48;75;81;30;95;12652
medium-electric-blue;Medium Electric Blue;#035096;1;31;59;209;96;30;98;59;18731
medium-jungle-green;Medium Jungle Green;#1C352D;11;21;18;161;31;16;47;21;15524
medium-lavender-magenta;Medium Lavender Magenta;#DDA0DD;87;63;87;300;47;75;28;87;20048
medium-orchid;Medium Orchid;#BA55D3;73;33;83;288;59;58;60;83;9490
medium-persian-blue;Medium Persian Blue;#0067A5;0;40;65;203;100;32;100;65;14203
medium-purple;Medium Purple;#9370DB;58;44;86;260;60;65;49;86;20295
medium-red-violet;Medium Red-Violet;#BB3385;73;20;52;324;57;47;73;73;3177
medium-ruby;Medium Ruby;#AA4069;67;25;41;337;45;46;62;67;1146
medium-sea-green;Medium Sea Green;#3CB371;24;70;44;147;50;47;66;70;31275
medium-sky-blue;Medium Sky Blue;#80DAEB;50;85;92;190;73;71;46;92;18009
medium-slate-blue;Medium Slate Blue;#7B68EE;48;41;93;249;80;67;56;93;15062
medium-spring-bud;Medium Spring Bud;#C9DC87;79;86;53;73;55;70;39;86;30184
medium-spring-green;Medium Spring Green;#00FA9A;0;98;60;157;100;49;100;98;26923
medium-taupe;Medium Taupe;#674C47;40;30;28;9;18;34;31;40;6492
medium-turquoise;Medium Turquoise;#48D1CC;28;82;80;178;60;55;66;82;29964
medium-tuscan-red;Medium Tuscan Red;#79443B;47;27;23;9;34;35;51;47;10582
medium-vermilion;Medium Vermilion;#D9603B;85;38;23;14;68;54;73;85;17177
medium-violet-red;Medium Violet-Red;#C71585;78;8;52;322;81;43;89;78;19938
mellow-apricot;Mellow Apricot;#F8B878;97;72;47;30;90;72;52;97;5744
mellow-yellow;Mellow Yellow;#F8DE7E;97;87;49;47;90;73;49;97;25990
melon;Melon;#FDBCB4;99;74;71;7;95;85;29;99;3922
metallic-seaweed;Metallic Seaweed;#0A7E8C;4;49;55;186;87;29;93;55;25250
metallic-sunburst;Metallic Sunburst;#9C7C38;61;49;22;41;47;42;64;61;1640
mexican-pink;Mexican Pink;#E4007C;89;0;49;327;100;45;100;89;1365
midnight-blue;Midnight Blue;#191970;10;10;44;240;64;27;78;44;22778
midnight-green-eagle-green;Midnight Green (Eagle Green);#004953;0;29;33;187;100;16;100;33;15652
mikado-yellow;Mikado Yellow;#FFC40C;100;77;5;45;100;52;95;100;11788
mindaro;Mindaro;#E3F988;89;98;53;72;90;75;45;98;20466
ming;Ming;#36747D;21;45;49;188;40;35;56;49;23609
mint;Mint;#3EB489;24;71;54;158;49;47;66;71;12892
mint-cream;Mint Cream;#F5FFFA;96;100;98;150;100;98;4;100;350
mint-green;Mint Green;#98FF98;60;100;60;120;100;80;40;100;9572
misty-rose;Misty Rose;#FFE4E1;100;89;88;6;100;94;12;100;28416
moccasin;Moccasin;#FAEBD7;98;92;84;34;78;91;14;98;20398
mode-beige;Mode Beige;#967117;59;44;9;43;73;34;85;59;19063
moonstone-blue;Moonstone Blue;#73A9C2;45;66;76;199;39;61;41;76;9852
mordant-red-19;Mordant Red 19;#AE0C00;68;5;0;4;100;34;100;68;7925
moss-green;Moss Green;#8A9A5B;54;60;36;75;26;48;41;60;22240
mountain-meadow;Mountain Meadow;#30BA8F;19;73;56;161;59;46;74;73;10998
mountbatten-pink;Mountbatten Pink;#997A8D;60;48;55;323;13;54;20;60;6432
msu-green;MSU Green;#18453B;9;27;23;167;48;18;65;27;7481
mughal-green;Mughal Green;#306030;19;38;19;120;33;28;50;38;26060
mulberry;Mulberry;#C54B8C;77;29;55;328;51;53;62;77;3848
mustard;Mustard;#FFDB58;100;86;35;47;100;67;65;100;1636
myrtle-green;Myrtle Green;#317873;19;47;45;176;42;33;59;47;32552
nadeshiko-pink;Nadeshiko Pink;#F6ADC6;96;68;78;339;80;82;30;96;1045
napier-green;Napier Green;#2A8000;16;50;0;100;100;25;100;50;12219
naples-yellow;Naples Yellow;#FADA5E;98;85;37;48;94;67;62;98;16961
navajo-white;Navajo White;#FFDEAD;100;87;68;36;100;84;32;100;20983
navy;Navy;#000080;0;0;50;240;100;25;100;50;17963
navy-purple;Navy Purple;#9457EB;58;34;92;265;79;63;63;92;10184
neon-carrot;Neon Carrot;#FFA343;100;64;26;31;100;63;74;100;24905
neon-fuchsia;Neon Fuchsia;#FE4164;100;25;39;349;99;63;74;100;10446
neon-green;Neon Green;#39FF14;22;100;8;111;100;54;92;100;11824
new-car;New Car;#214FC6;13;31;78;223;71;45;83;78;26270
new-york-pink;New York Pink;#D7837F;84;51;50;3;52;67;41;84;456
non-photo-blue;Non-Photo Blue;#A4DDED;64;87;93;193;67;79;31;93;27476
