sku;parent;brand;categories;collection;color;composition;description-de_DE-ecommerce;description-en_US-ecommerce;description-fr_FR-ecommerce;ean;enabled;erp_name-de_DE;erp_name-en_US;erp_name-fr_FR;eu_shoes_size;family;groups;image;keywords-de_DE;keywords-en_US;keywords-fr_FR;material;meta_description-de_DE;meta_description-en_US;meta_description-fr_FR;meta_title-de_DE;meta_title-en_US;meta_title-fr_FR;name;notice;price-EUR;price-USD;size;sole_composition;supplier;top_composition;variation_image;variation_name-de_DE;variation_name-en_US;variation_name-fr_FR;weight;weight-unit
Running-shoes-s-red245;Model-running-shoes-s245;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890599;245;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red246;Model-running-shoes-s246;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890600;246;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red247;Model-running-shoes-s247;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890601;247;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red248;Model-running-shoes-s248;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890602;248;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red249;Model-running-shoes-s249;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890603;249;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red250;Model-running-shoes-s250;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890604;250;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red251;Model-running-shoes-s251;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890605;251;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red252;Model-running-shoes-s252;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890606;252;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red253;Model-running-shoes-s253;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890607;253;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red254;Model-running-shoes-s254;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890608;254;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red255;Model-running-shoes-s255;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890609;255;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red256;Model-running-shoes-s256;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890610;256;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red257;Model-running-shoes-s257;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890611;257;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red258;Model-running-shoes-s258;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890612;258;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red259;Model-running-shoes-s259;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890613;259;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red260;Model-running-shoes-s260;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890614;260;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red261;Model-running-shoes-s261;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890615;261;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red262;Model-running-shoes-s262;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890616;262;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red263;Model-running-shoes-s263;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890617;263;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red264;Model-running-shoes-s264;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890618;264;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red265;Model-running-shoes-s265;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890619;265;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red266;Model-running-shoes-s266;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890620;266;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red267;Model-running-shoes-s267;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890621;267;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red268;Model-running-shoes-s268;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890622;268;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red269;Model-running-shoes-s269;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890623;269;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red270;Model-running-shoes-s270;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890624;270;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red271;Model-running-shoes-s271;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890625;271;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red272;Model-running-shoes-s272;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890626;272;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red273;Model-running-shoes-s273;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890627;273;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red274;Model-running-shoes-s274;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890628;274;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red275;Model-running-shoes-s275;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890629;275;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red276;Model-running-shoes-s276;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890630;276;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red277;Model-running-shoes-s277;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890631;277;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red278;Model-running-shoes-s278;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890632;278;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red279;Model-running-shoes-s279;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890633;279;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red280;Model-running-shoes-s280;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890634;280;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red281;Model-running-shoes-s281;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890635;281;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red282;Model-running-shoes-s282;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890636;282;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red283;Model-running-shoes-s283;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890637;283;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red284;Model-running-shoes-s284;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890638;284;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red285;Model-running-shoes-s285;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890639;285;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red286;Model-running-shoes-s286;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890640;286;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red287;Model-running-shoes-s287;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890641;287;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red288;Model-running-shoes-s288;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890642;288;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red289;Model-running-shoes-s289;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890643;289;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red290;Model-running-shoes-s290;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890644;290;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red291;Model-running-shoes-s291;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890645;291;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red292;Model-running-shoes-s292;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890646;292;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red293;Model-running-shoes-s293;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890647;293;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red294;Model-running-shoes-s294;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890648;294;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red295;Model-running-shoes-s295;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890649;295;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red296;Model-running-shoes-s296;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890650;296;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red297;Model-running-shoes-s297;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890651;297;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red298;Model-running-shoes-s298;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890652;298;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red299;Model-running-shoes-s299;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890653;299;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red300;Model-running-shoes-s300;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890654;300;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red301;Model-running-shoes-s301;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890655;301;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red302;Model-running-shoes-s302;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890656;302;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red303;Model-running-shoes-s303;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890657;303;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red304;Model-running-shoes-s304;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890658;304;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red305;Model-running-shoes-s305;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890659;305;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red306;Model-running-shoes-s306;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890660;306;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red307;Model-running-shoes-s307;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890661;307;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red308;Model-running-shoes-s308;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890662;308;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red309;Model-running-shoes-s309;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890663;309;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red310;Model-running-shoes-s310;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890664;310;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red311;Model-running-shoes-s311;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890665;311;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red312;Model-running-shoes-s312;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890666;312;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red313;Model-running-shoes-s313;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890667;313;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red314;Model-running-shoes-s314;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890668;314;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red315;Model-running-shoes-s315;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890669;315;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red316;Model-running-shoes-s316;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890670;316;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red317;Model-running-shoes-s317;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890671;317;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red318;Model-running-shoes-s318;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890672;318;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red319;Model-running-shoes-s319;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890673;319;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red320;Model-running-shoes-s320;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890674;320;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red321;Model-running-shoes-s321;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890675;321;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red322;Model-running-shoes-s322;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890676;322;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red323;Model-running-shoes-s323;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890677;323;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red324;Model-running-shoes-s324;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890678;324;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red325;Model-running-shoes-s325;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890679;325;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red326;Model-running-shoes-s326;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890680;326;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red327;Model-running-shoes-s327;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890681;327;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red328;Model-running-shoes-s328;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890682;328;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red329;Model-running-shoes-s329;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890683;329;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red330;Model-running-shoes-s330;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890684;330;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red331;Model-running-shoes-s331;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890685;331;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red332;Model-running-shoes-s332;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890686;332;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red333;Model-running-shoes-s333;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890687;333;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red334;Model-running-shoes-s334;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890688;334;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red335;Model-running-shoes-s335;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890689;335;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red336;Model-running-shoes-s336;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890690;336;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red337;Model-running-shoes-s337;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890691;337;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red338;Model-running-shoes-s338;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890692;338;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red339;Model-running-shoes-s339;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890693;339;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red340;Model-running-shoes-s340;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890694;340;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red341;Model-running-shoes-s341;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890695;341;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red342;Model-running-shoes-s342;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890696;342;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red343;Model-running-shoes-s343;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890697;343;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red344;Model-running-shoes-s344;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890698;344;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red345;Model-running-shoes-s345;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890699;345;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red346;Model-running-shoes-s346;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890700;346;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red347;Model-running-shoes-s347;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890701;347;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red348;Model-running-shoes-s348;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890702;348;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red349;Model-running-shoes-s349;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890703;349;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red350;Model-running-shoes-s350;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890704;350;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red351;Model-running-shoes-s351;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890705;351;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red352;Model-running-shoes-s352;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890706;352;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red353;Model-running-shoes-s353;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890707;353;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red354;Model-running-shoes-s354;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890708;354;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red355;Model-running-shoes-s355;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890709;355;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red356;Model-running-shoes-s356;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890710;356;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red357;Model-running-shoes-s357;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890711;357;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red358;Model-running-shoes-s358;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890712;358;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red359;Model-running-shoes-s359;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890713;359;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red360;Model-running-shoes-s360;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890714;360;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red361;Model-running-shoes-s361;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890715;361;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red362;Model-running-shoes-s362;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890716;362;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red363;Model-running-shoes-s363;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890717;363;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red364;Model-running-shoes-s364;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890718;364;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red365;Model-running-shoes-s365;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890719;365;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red366;Model-running-shoes-s366;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890720;366;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red367;Model-running-shoes-s367;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890721;367;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red368;Model-running-shoes-s368;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890722;368;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red369;Model-running-shoes-s369;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890723;369;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red370;Model-running-shoes-s370;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890724;370;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red371;Model-running-shoes-s371;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890725;371;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red372;Model-running-shoes-s372;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890726;372;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
Running-shoes-s-red373;Model-running-shoes-s373;;master_men_shoes;summer_2017;red;;;Running shoes;;1234567890727;373;;;;;shoes;;;;;;leather;;;;;;;Running shoes;;;;s;;;;;;Running shoes S;;;
