sku;categories;enabled;family;groups;brand;care_instructions;collection;color;composition;description-de_DE-ecommerce;description-en_US-ecommerce;description-fr_FR-ecommerce;EAN;erp_name-de_DE;erp_name-en_US;erp_name-fr_FR;eu_shoes_size;image_1;keywords-de_DE;keywords-en_US;keywords-fr_FR;meta_description-de_DE;meta_description-en_US;meta_description-fr_FR;meta_title-de_DE;meta_title-en_US;meta_title-fr_FR;name-de_DE;name-en_US;name-fr_FR;notice;price-EUR;price-USD;size;sole_composition;supplier;top_composition;variation_image;variation_name-de_DE;variation_name-en_US;variation_name-fr_FR;wash_temperature;weight;weight-unit
juno_2;master_women_blouses_deals,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Juno - Red;;;800;GRAM
minerva_2;master_women_shirts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Minerva - Blue;;;800;GRAM
minerva_3;master_women_shirts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Minerva - Blue;;;800;GRAM
minerva_4;master_women_shirts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Minerva - Blue;;;;
minerva_5;master_women_shirts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Minerva - Pink;;;800;GRAM
minerva_6;master_women_shirts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Minerva - Pink;;;800;GRAM
minerva_7;master_women_shirts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Minerva - Pink;;;800;GRAM
minerva_8;master_women_shirts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Minerva - Pink;;;600;GRAM
minerva_0;master_women_shirts,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Minerva - Red;;;900;GRAM
apollon_6;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Apollon - Pink;;;800;GRAM
minerva_1;master_women_shirts,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Minerva - Red;;;800;GRAM
minerva_9;master_women_shirts,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Minerva - Yellow;;;800;GRAM
minerva_10;master_women_shirts,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Minerva - Yellow;;;800;GRAM
minerva_11;master_women_shirts,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Minerva - Yellow;;;800;GRAM
minerva_12;master_women_shirts,supplier_mongo;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Minerva - Yellow;;;600;GRAM
moccasin_0;master_men_shoes,print_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;410;;;;;;;;;;;;;;;;;;;;;;;Moccasin - Brown;;;900;GRAM
moccasin_1;master_men_shoes,print_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;Moccasin - Brown;;;900;GRAM
moccasin_2;master_men_shoes,print_shoes,supplier_abibas;1;shoes;;;;;brown;;;;;;;;;390;;;;;;;;;;;;;;;;;;;;;;;Moccasin - Brown;;;800;GRAM
portunus_3;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Portunus - Blue;;;800;GRAM
portunus_4;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Portunus - Blue;;;800;GRAM
apollon_7;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Apollon - Pink;;;800;GRAM
portunus_2;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Portunus - Blue;;;800;GRAM
portunus_0;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Portunus - Orange;;;900;GRAM
portunus_1;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Portunus - Orange;;;800;GRAM
portunus_5;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Portunus - Pink;;;800;GRAM
portunus_6;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Portunus - Pink;;;800;GRAM
portunus_7;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Portunus - Pink;;;800;GRAM
portunus_8;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Portunus - Pink;;;;
portunus_9;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Portunus - Yellow;;;800;GRAM
portunus_10;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Portunus - Yellow;;;800;GRAM
portunus_11;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Portunus - Yellow;;;800;GRAM
apollon_8;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Apollon - Pink;;;600;GRAM
portunus_12;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Portunus - Yellow;;;600;GRAM
poseidon_5;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Poseidon - Blue;;;800;GRAM
poseidon_3;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Poseidon - Blue;;;800;GRAM
poseidon_4;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Poseidon - Blue;;;;
poseidon_0;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Poseidon - Red;;;900;GRAM
poseidon_1;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Poseidon - Red;;;900;GRAM
poseidon_2;master_men_pants_jeans,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Poseidon - Red;;;800;GRAM
quirinus_3;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Quirinus - Blue;;;800;GRAM
quirinus_4;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Quirinus - Blue;;;800;GRAM
quirinus_6;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Quirinus - Blue;;;800;GRAM
apollon_0;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Apollon - Red;;;900;GRAM
quirinus_7;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Quirinus - Blue;;;600;GRAM
quirinus_5;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Quirinus - Blue;;;;
quirinus_8;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Quirinus - Pink;;;800;GRAM
quirinus_9;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Quirinus - Pink;;;800;GRAM
quirinus_10;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Quirinus - Pink;;;800;GRAM
quirinus_11;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Quirinus - Pink;;;;
quirinus_12;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Quirinus - Pink;;;;
quirinus_0;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Quirinus - Red;;;900;GRAM
quirinus_1;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Quirinus - Red;;;900;GRAM
quirinus_2;master_men_pants_shorts,supplier_mongo;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Quirinus - Red;;;800;GRAM
apollon_1;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Apollon - Red;;;800;GRAM
securitas_2;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Securitas - Blue;;;800;GRAM
securitas_3;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Securitas - Blue;;;800;GRAM
securitas_4;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Securitas - Blue;;;;
securitas_5;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Securitas - Pink;;;800;GRAM
securitas_6;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Securitas - Pink;;;800;GRAM
securitas_7;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Securitas - Pink;;;800;GRAM
securitas_8;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Securitas - Pink;;;600;GRAM
securitas_1;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Securitas - Red;;;800;GRAM
securitas_0;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Securitas - Red;;;900;GRAM
securitas_9;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Securitas - Yellow;;;800;GRAM
apollon_9;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Apollon - Yellow;;;800;GRAM
securitas_10;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Securitas - Yellow;;;800;GRAM
securitas_11;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Securitas - Yellow;;;800;GRAM
securitas_12;master_women_shirts,print_clothing,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Securitas - Yellow;;;600;GRAM
stilleto_9;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;380;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;;
stilleto_6;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;410;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;900;GRAM
stilleto_7;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;400;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;900;GRAM
stilleto_8;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;390;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;800;GRAM
stilleto_10;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;370;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;800;GRAM
stilleto_11;master_women_shoes,supplier_abibas;1;shoes;;;;;black;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;Stiletto - Black;;;800;GRAM
terminus_2;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Terminus - Blue;;;800;GRAM
amor_5;master_men_blazers,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Amor - Blue;;;800;GRAM
apollon_10;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Apollon - Yellow;;;800;GRAM
terminus_3;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Terminus - Blue;;;800;GRAM
terminus_4;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Terminus - Blue;;;800;GRAM
terminus_1;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Terminus - Orange;;;800;GRAM
terminus_0;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Terminus - Orange;;;900;GRAM
terminus_5;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Terminus - Pink;;;800;GRAM
terminus_6;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Terminus - Pink;;;800;GRAM
terminus_7;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Terminus - Pink;;;800;GRAM
terminus_8;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Terminus - Pink;;;;
terminus_9;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Terminus - Yellow;;;800;GRAM
terminus_10;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Terminus - Yellow;;;800;GRAM
apollon_11;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Apollon - Yellow;;;800;GRAM
terminus_11;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Terminus - Yellow;;;800;GRAM
terminus_12;master_men_pants_shorts,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Terminus - Yellow;;;600;GRAM
venus_3;master_women_dresses,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Venus - Blue;;;800;GRAM
venus_5;master_women_dresses,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Venus - Blue;;;800;GRAM
venus_4;master_women_dresses,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Venus - Blue;;;;
venus_0;master_women_dresses,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Venus - Red;;;900;GRAM
venus_1;master_women_dresses,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Venus - Red;;;900;GRAM
venus_2;master_women_dresses,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Venus - Red;;;800;GRAM
vulcanus_4;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Vulcanus - Blue;;;800;GRAM
vulcanus_6;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Vulcanus - Blue;;;800;GRAM
apollon_12;master_men_blazers_deals,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Apollon - Yellow;;;600;GRAM
vulcanus_7;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Vulcanus - Blue;;;600;GRAM
vulcanus_3;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Vulcanus - Blue;;;800;GRAM
vulcanus_5;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Vulcanus - Blue;;;;
vulcanus_8;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Vulcanus - Pink;;;800;GRAM
vulcanus_9;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Vulcanus - Pink;;;800;GRAM
vulcanus_10;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Vulcanus - Pink;;;800;GRAM
vulcanus_11;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Vulcanus - Pink;;;;
vulcanus_12;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Vulcanus - Pink;;;;
vulcanus_0;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Vulcanus - Red;;;900;GRAM
vulcanus_1;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Vulcanus - Red;;;900;GRAM
ares_2;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Ares - Blue;;;800;GRAM
vulcanus_2;master_men_pants_shorts,print_clothing,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Vulcanus - Red;;;800;GRAM
zeus_2;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Zeus - Blue;;;800;GRAM
zeus_3;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Zeus - Blue;;;800;GRAM
zeus_4;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Zeus - Blue;;;;
zeus_5;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Zeus - Pink;;;800;GRAM
zeus_6;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Zeus - Pink;;;800;GRAM
zeus_7;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Zeus - Pink;;;800;GRAM
zeus_8;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;pink;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Zeus - Pink;;;600;GRAM
zeus_0;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Zeus - Red;;;900;GRAM
zeus_1;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Zeus - Red;;;800;GRAM
ares_3;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Ares - Blue;;;800;GRAM
zeus_12;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xs0;;;;;;Zeus - Yellow;;;600;GRAM
zeus_11;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Zeus - Yellow;;;800;GRAM
zeus_9;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;xl0;;;;;;Zeus - Yellow;;;800;GRAM
zeus_10;master_men_pants_jeans,supplier_zaro;1;clothing;;;;;yellow;;;;;;;;;;;;;;;;;;;;;;;;;;m00;;;;;;Zeus - Yellow;;;800;GRAM
belt;master_accessories_belts,print_accessories,supplier_mongo;1;accessories;;;;summer_2016;;;;"Closure: buckle
width: 3 cm
Pattern / Color: Solid colors
Composition: 100% leather";;;;Belt;;;;;;;;;;;;;;Belt;;;149;;;;mongo;;files/belt.jpg;;Belt;;;0.5;GRAM
bag;master_accessories_bags,print_accessories,supplier_zaro;1;accessories;;;;summer_2016;;;;Indeed grained leather bag with decorative zippers. Removable shoulder strap and zip.;;;;Bag;;;;;;;;;;;;;;Bag;;;549;;;;zaro;;files/bag.jpg;;Bag;;;0.5;GRAM
hat;master_accessories_hats,print_accessories,supplier_abibas;1;accessories;;;;spring_2015;;;;Bonnet ribbed gray and multicolored.;;;;Hat;;;;;;;;;;;;;;Hat;;;199;;;;abibas;;files/hat.jpg;;Hat;;;0.5;GRAM
scarf;master_accessories_scarves,supplier_abibas;1;accessories;;;;spring_2016;;;;Black wool scarf frayed grunge style with fringe. 100% wool. Machine washable.;;;;Scarf;;;;;;;;;;;;;;Scarf;;;139;;;;abibas;;files/scarf.jpg;;Scarf;;;0.5;GRAM
sunglasses;master_accessories_sunglasses,supplier_zaro;1;accessories;;;;winter_2016;;;;Black round sunglasses with plastic frames. 100% rigid plastic.;;;;Sunglasses;;;;;;;;;;;;;;Sunglasses;;;100;;;;zaro;;files/sunglasses.jpg;;Sunglasses;;;0.5;GRAM
1852115;Tshirts;1;clothing;;;;Spring2017;brown;;;Cotton t-shirt;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;s00;;;;files/marron-t-shirt.png;;Cotton t-shirt brown S;;;;
ares_4;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;blue;;;;;;;;;;;;;;;;;;;;;;;;;;s00;;;;;;Ares - Blue;;;800;GRAM
1852116;Tshirts;1;clothing;;;;Spring2017;brown;;;;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;m00;;;;files/marron-t-shirt.png;;Cotton t-shirt brown M;;;;
1852117;Tshirts;1;clothing;;;;Spring2017;brown;;;;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;L;;;;files/marron-t-shirt.png;;Cotton t-shirt brown L;;;;
1852114;Tshirts;1;clothing;;;;;green;;;;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;s00;;;;files/green-t-shirt.png;;Cotton t-shirt green S;;;;
1852113;Tshirts;1;clothing;;;;;green;;;;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;m00;;;;files/green-t-shirt.png;;Cotton t-shirt green M;;;;
1852112;Tshirts;1;clothing;;;;;green;;;;;;;;;;;;;;;;;;;;;Cotton t-shirt;;;;;L;;;;files/green-t-shirt.png;;Cotton t-shirt green L;;;;
1710578;Tshirts;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;Plain t-shirt;;;;;s00;;;;files/red-t-shirt.jpg;;Plaine t-shirt red S;;;;
1710579;Tshirts;1;clothing;;;;;red;;;;;;;;;;;;;;;;;;;;;Plain t-shirt;;;;;m00;;;;files/red-t-shirt.jpg;;Plain t-shirt red M;;;;
1278402;Tshirts;1;clothing;;;;;white;;;;;;;;;;;;;;;;;;;;;Plain t-shirt;;;;;s00;;;;files/white-t-shirt.png;;Plain t-shirt white S;;;;
1278405;Tshirts;1;clothing;;;;;white;;;;;;;;;;;;;;;;;;;;;Plain t-shirt;;;;;m00;;;;files/white-t-shirt.png;;Plain t-shirt white M;;;;
1278406;Tshirts;1;clothing;;;;;white;;;;;;;;;;;;;;;;;;;;;Plain t-shirt;;;;;L;;;;files/white-t-shirt.png;;Plain t-shirt white L;;;;
ares_0;master_men_blazers_deals,print_clothing,supplier_mongo;1;clothing;;;;;orange;;;;;;;;;;;;;;;;;;;;;;;;;;xxl;;;;;;Ares - Orange;;;900;GRAM
371624;master_women_shoes;1;shoes;;;;;pink;;;;;;;;;380;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe-pink.jpg;;Running shoes Brooks pink 38;;;;
371625;master_women_shoes;1;shoes;;;;;pink;;;;;;;;;390;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe-pink.jpg;;Running shoes Brooks pink 39;;;;
371626;master_women_shoes;1;shoes;;;;;pink;;;;;;;;;370;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe-pink.jpg;;Running shoes Brooks pink 37;;;;
371623;master_men_shoes;1;shoes;;;;;blue;;;;;;;;;410;;;;;;;;;;;;Running shoes Brooks;;;;;;;;;files/running-shoe.jpg;;Running shoes Brooks blue 41;;;;
